region_id,datetime_GMT,generation_MW,uncertainty_MW,stats_error,bias_error,lcl_MW,ucl_MW,version_id,version,installedcapacity_MWp,capacity_MWp,site_count,calculation_time_s
271,2015-01-01 00:00:00,0.000000,,,,,,64,0.4.7,7.800056,7.711856,10103,13
271,2015-01-01 00:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9002,11
271,2015-01-01 01:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9002,11
271,2015-01-01 01:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9002,11
271,2015-01-01 02:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9002,11
271,2015-01-01 02:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9002,10
271,2015-01-01 03:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9002,11
271,2015-01-01 03:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9002,11
271,2015-01-01 04:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,11
271,2015-01-01 04:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,11
271,2015-01-01 05:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,11
271,2015-01-01 05:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,11
271,2015-01-01 06:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,10
271,2015-01-01 06:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9000,10
271,2015-01-01 07:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9000,11
271,2015-01-01 07:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9000,10
271,2015-01-01 08:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9004,11
271,2015-01-01 08:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9032,11
271,2015-01-01 09:00:00,0.000110,,,,,,64,0.4.7,7.800054,7.711684,9069,11
271,2015-01-01 09:30:00,0.013785,,,,,,64,0.4.7,7.800054,7.711684,9118,12
271,2015-01-01 10:00:00,0.128613,,,,,,64,0.4.7,7.800054,7.711684,9150,11
271,2015-01-01 10:30:00,0.229331,,,,,,64,0.4.7,7.800054,7.711684,9155,11
271,2015-01-01 11:00:00,0.296931,,,,,,64,0.4.7,7.800054,7.711684,9161,11
271,2015-01-01 11:30:00,0.354909,,,,,,64,0.4.7,7.800054,7.711684,9179,11
271,2015-01-01 12:00:00,0.427968,,,,,,64,0.4.7,7.800054,7.711684,9182,11
271,2015-01-01 12:30:00,0.347940,,,,,,64,0.4.7,7.800054,7.711684,9191,11
271,2015-01-01 13:00:00,0.344291,,,,,,64,0.4.7,7.800054,7.711684,9187,11
271,2015-01-01 13:30:00,0.175793,,,,,,64,0.4.7,7.800054,7.711684,9163,11
271,2015-01-01 14:00:00,0.112181,,,,,,64,0.4.7,7.800054,7.711684,9153,11
271,2015-01-01 14:30:00,0.103722,,,,,,64,0.4.7,7.800054,7.711684,9169,12
271,2015-01-01 15:00:00,0.041222,,,,,,64,0.4.7,7.800054,7.711684,9146,11
271,2015-01-01 15:30:00,0.000287,,,,,,64,0.4.7,7.800054,7.711684,9123,11
271,2015-01-01 16:00:00,0.000299,,,,,,64,0.4.7,7.800054,7.711684,9032,11
271,2015-01-01 16:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9003,11
271,2015-01-01 17:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,11
271,2015-01-01 17:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9000,10
271,2015-01-01 18:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,8999,10
271,2015-01-01 18:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,8999,11
271,2015-01-01 19:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,8999,10
271,2015-01-01 19:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,8999,11
271,2015-01-01 20:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,11
271,2015-01-01 20:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9000,11
271,2015-01-01 21:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,11
271,2015-01-01 21:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,11
271,2015-01-01 22:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,10
271,2015-01-01 22:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,10
271,2015-01-01 23:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9000,11
271,2015-01-01 23:30:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9001,11
271,2015-01-02 00:00:00,0.000000,,,,,,64,0.4.7,7.800054,7.711684,9038,11
271,2015-01-02 00:30:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10425,14
271,2015-01-02 01:00:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10426,14
271,2015-01-02 01:30:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10426,14
271,2015-01-02 02:00:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10426,14
271,2015-01-02 02:30:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10426,14
271,2015-01-02 03:00:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10426,14
271,2015-01-02 03:30:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10426,14
271,2015-01-02 04:00:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10426,14
271,2015-01-02 04:30:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10424,14
271,2015-01-02 05:00:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10424,14
271,2015-01-02 05:30:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10425,14
271,2015-01-02 06:00:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10426,14
271,2015-01-02 06:30:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10425,14
271,2015-01-02 07:00:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10425,13
271,2015-01-02 07:30:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10424,14
271,2015-01-02 08:00:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10425,14
271,2015-01-02 08:30:00,0.000000,,,,,,64,0.4.7,7.800039,7.711498,10446,14
271,2015-01-02 09:00:00,0.001172,,,,,,64,0.4.7,7.800039,7.711498,10529,14
271,2015-01-02 09:30:00,0.054401,,,,,,64,0.4.7,7.800039,7.711498,10586,14
271,2015-01-02 10:00:00,0.206286,,,,,,64,0.4.7,7.800039,7.711498,10615,14
271,2015-01-02 10:30:00,0.538342,,,,,,64,0.4.7,7.800039,7.711498,10617,14
271,2015-01-02 11:00:00,0.848534,,,,,,64,0.4.7,7.800039,7.711498,10619,15
271,2015-01-02 11:30:00,1.110160,,,,,,64,0.4.7,7.800039,7.711498,10618,15
271,2015-01-02 12:00:00,0.905296,,,,,,64,0.4.7,7.800039,7.711498,10618,14
271,2015-01-02 12:30:00,1.560350,,,,,,64,0.4.7,7.800039,7.711498,10618,14
271,2015-01-02 13:00:00,1.991010,,,,,,64,0.4.7,7.800039,7.711498,10619,14
