region_id,datetime_GMT,generation_MW,uncertainty_MW,stats_error,bias_error,lcl_MW,ucl_MW,version_id,version,installedcapacity_MWp,capacity_MWp,site_count,calculation_time_s
0,2015-01-01 00:00:00,0,,,,,,46,0.1.5b,5339,5271,5591,9
0,2015-01-01 00:30:00,0,,,,,,46,0.1.5b,5339,5271,4682,7
0,2015-01-01 01:00:00,0,,,,,,46,0.1.5b,5339,5271,4682,7
0,2015-01-01 01:30:00,0,,,,,,46,0.1.5b,5339,5271,4682,7
0,2015-01-01 02:00:00,0,,,,,,46,0.1.5b,5339,5271,4682,7
0,2015-01-01 02:30:00,0,,,,,,46,0.1.5b,5339,5271,4682,7
0,2015-01-01 03:00:00,0,,,,,,46,0.1.5b,5339,5271,4682,7
0,2015-01-01 03:30:00,0,,,,,,46,0.1.5b,5339,5271,4682,7
0,2015-01-01 04:00:00,0,,,,,,46,0.1.5b,5339,5271,4680,7
0,2015-01-01 04:30:00,0,,,,,,46,0.1.5b,5339,5271,4680,8
0,2015-01-01 05:00:00,0,,,,,,46,0.1.5b,5339,5271,4680,7
0,2015-01-01 05:30:00,0,,,,,,46,0.1.5b,5339,5271,4680,7
0,2015-01-01 06:00:00,0,,,,,,46,0.1.5b,5339,5271,4680,7
0,2015-01-01 06:30:00,0,,,,,,46,0.1.5b,5339,5271,4680,7
0,2015-01-01 07:00:00,0,,,,,,46,0.1.5b,5339,5271,4680,7
0,2015-01-01 07:30:00,0,,,,,,46,0.1.5b,5339,5271,4680,7
0,2015-01-01 08:00:00,0,,,,,,46,0.1.5b,5339,5271,4690,7
0,2015-01-01 08:30:00,0.189,,860,,0.15,0.228,46,0.1.5b,5339,5271,4748,7
0,2015-01-01 09:00:00,2.87,,385,,2.61,3.13,46,0.1.5b,5339,5271,4903,7
0,2015-01-01 09:30:00,14.8,,220,,14,15.5,46,0.1.5b,5339,5271,4969,7
0,2015-01-01 10:00:00,42.5,,133,,41.2,43.8,46,0.1.5b,5339,5271,4967,7
0,2015-01-01 10:30:00,72.3,,110,,70.4,74.1,46,0.1.5b,5339,5271,5006,7
